,bathrooms,bedrooms,fee,has_photo,pets_allowed,square_feet,latitude,longitude,log_price,amenity_segment
3844,1.0,1.0,No,Thumbnail,Both,715,47.5481,-122.0471,7.58629630715272,Family_Oriented
3846,1.0,2.0,No,Thumbnail,Both,459,39.3191,-76.6126,7.035268599281097,Lifestyle_Recreation
3847,1.0,1.0,No,Thumbnail,Both,791,32.4418,-99.7494,6.55250788703459,Family_Oriented
3848,2.0,3.0,No,Thumbnail,Both,1170,35.2016,-80.8124,7.409136443920128,Low_Amenity
3849,1.0,1.0,No,Thumbnail,Both,642,31.8666,-102.3901,7.1785454837637,Family_Oriented
3850,1.0,0.0,No,Thumbnail,Both,232,37.7599,-122.4379,7.4360278163518485,Low_Amenity
3851,1.0,2.0,No,Thumbnail,Both,456,38.9118,-77.0132,7.385851078125209,Family_Oriented
3852,1.0,2.0,No,Thumbnail,Both,780,38.4988,-90.4592,6.665683717782408,Family_Oriented
3853,1.0,2.0,No,Thumbnail,Both,832,39.0744,-94.5521,7.1276936993473985,Low_Amenity
3855,1.0,1.0,No,Thumbnail,Both,678,32.7876,-117.1265,7.644919344958857,Family_Oriented
3856,1.0,1.0,No,Thumbnail,Both,783,41.8625,-87.6825,7.70796153183549,Family_Oriented
3857,1.0,1.0,No,Thumbnail,Both,678,30.3054,-97.7497,7.224753405767971,Basic_Parking
3858,1.0,1.0,No,Thumbnail,Both,754,32.8212,-96.7853,7.216709486709457,Basic_Parking
3859,1.0,3.0,No,Thumbnail,Both,545,32.8212,-96.7853,7.1785454837637,Basic_Parking
3860,1.0,2.0,No,Thumbnail,Both,483,38.9074,-77.0494,7.563719668414366,Basic_Parking
3861,1.0,1.0,No,Thumbnail,Both,785,39.736,-104.9819,7.57353126274595,Family_Oriented
3863,1.0,1.0,No,Thumbnail,Both,488,28.5163,-81.3644,6.975413927455952,Family_Oriented
3864,1.0,1.0,No,Thumbnail,Both,731,33.5178,-112.0848,6.947937068614969,Basic_Parking
3865,1.0,1.0,No,Thumbnail,Both,746,33.5178,-112.0848,7.017506142941256,Basic_Parking
3867,1.0,2.0,No,Thumbnail,Both,377,25.7603,-80.3005,7.244941546337007,Family_Oriented
3868,1.0,1.0,No,Thumbnail,Both,800,42.2711,-83.745,7.106606137727303,Family_Oriented
3870,1.0,2.0,No,Thumbnail,Both,500,42.2368,-83.6103,6.745236349484363,Family_Oriented
3871,1.0,3.0,No,Thumbnail,Both,440,28.5163,-81.3644,6.856461984594587,Lifestyle_Recreation
3872,1.0,1.0,No,Thumbnail,Both,500,28.5163,-81.3644,6.907755278982137,Family_Oriented
3873,1.0,1.0,No,Thumbnail,Both,622,42.2919,-71.4269,7.601402334583733,Basic_Parking
3874,1.0,2.0,No,Thumbnail,Both,754,39.3191,-76.6126,6.858565034791365,Low_Amenity
3876,2.0,3.0,No,Thumbnail,Both,1474,29.7398,-98.1021,7.27931883541462,Low_Amenity
3877,2.0,3.0,No,Thumbnail,Both,1560,35.5795,-80.8153,7.189922170745808,Low_Amenity
3878,2.0,3.0,No,Thumbnail,Both,1662,33.9531,-81.2381,7.4673710669175595,Low_Amenity
3879,1.0,3.0,No,Thumbnail,Both,1100,35.2384,-80.7484,7.1308988302963465,Lifestyle_Recreation
3880,2.0,3.0,No,Thumbnail,Both,1214,30.1049,-95.2583,7.2078598714324755,Low_Amenity
3882,2.0,3.0,No,Thumbnail,Both,1652,30.0021,-95.2555,7.27931883541462,Low_Amenity
3887,1.0,1.0,No,Thumbnail,Both,667,28.0076,-82.4792,6.956545443151569,Family_Oriented
3888,1.0,1.0,No,Thumbnail,Both,624,42.2711,-83.745,6.937314081223682,Family_Oriented
3889,1.0,1.0,No,Thumbnail,Both,681,34.7264,-92.348,6.755768921984255,Family_Oriented
3890,1.0,1.0,No,Thumbnail,Cats,550,43.0531,-87.9659,6.654152520183219,Basic_Parking
3891,1.0,1.0,No,Thumbnail,Cats,782,29.7714,-95.4343,7.226209010100671,Low_Amenity
3892,1.0,1.0,No,Thumbnail,Both,631,29.7714,-95.4343,6.690842277418564,Basic_Parking
3894,1.0,1.0,No,Thumbnail,Both,755,29.7714,-95.4343,6.9726062513017535,Basic_Parking
3895,1.0,1.0,No,Thumbnail,Both,536,29.7714,-95.4343,6.666956792429207,Lifestyle_Recreation
3896,1.0,1.0,No,Thumbnail,Both,698,29.6015,-95.6306,6.9363427358340495,Basic_Parking
3897,1.0,1.0,No,Thumbnail,Both,784,29.7714,-95.4343,7.093404625868766,Lifestyle_Recreation
3898,1.0,1.0,No,Thumbnail,Both,711,29.7714,-95.4343,7.259116128097101,Basic_Parking
3899,1.0,1.0,No,Thumbnail,Both,850,29.7714,-95.4343,6.76849321164863,Lifestyle_Recreation
3909,1.0,1.0,No,Thumbnail,Both,685,33.5571,-84.2167,6.80903930604298,Lifestyle_Recreation
3929,1.0,1.0,No,Thumbnail,Both,638,29.7714,-95.4343,6.55250788703459,Low_Amenity
3944,1.0,2.0,No,Thumbnail,Both,992,29.7714,-95.4343,7.151485463904735,Low_Amenity
3952,1.0,1.0,No,Thumbnail,Both,600,29.1812,-81.0341,6.660575149839686,Basic_Parking
3962,2.0,2.0,No,Thumbnail,Both,2000,42.3362,-71.1037,8.275376374836407,Basic_Parking
4015,1.0,1.0,No,Thumbnail,Both,850,40.0054,-75.1415,7.650168700845001,Low_Amenity
4044,2.0,2.0,No,Thumbnail,Both,1200,40.0054,-75.1415,7.496097345175956,Low_Amenity
4064,1.0,2.0,No,Thumbnail,Both,464,41.8625,-87.6825,7.552762084214147,Basic_Parking
4066,1.0,1.0,No,Thumbnail,Both,614,41.8625,-87.6825,7.504391559161238,Basic_Parking
4069,1.0,1.0,No,Thumbnail,Both,625,30.3054,-97.7497,6.932447891572509,Basic_Parking
4071,1.0,1.0,No,Thumbnail,Both,1000,34.0806,-118.4029,8.293049139768444,Basic_Parking
4080,1.0,2.0,No,Thumbnail,Both,1060,43.5329,-96.7265,6.654152520183219,Low_Amenity
4093,2.0,2.0,No,Thumbnail,Dogs,1310,42.3136,-83.4763,7.438383530044307,Basic_Parking
4133,1.0,1.0,No,Thumbnail,Both,803,39.9735,-86.1243,6.802394763324311,Low_Amenity
4136,1.0,2.0,No,Thumbnail,Both,490,29.4624,-98.5253,6.478509642208569,Basic_Parking
4145,1.0,2.0,No,Thumbnail,Both,460,41.3245,-72.9194,7.4360278163518485,Basic_Parking
4271,1.0,1.0,No,Thumbnail,Both,586,30.3054,-97.7497,6.93537044601511,Basic_Parking
4273,1.0,1.0,No,Thumbnail,Both,919,30.3054,-97.7497,7.560601162768557,Basic_Parking
4274,1.0,1.0,No,Thumbnail,Both,651,30.3054,-97.7497,7.556427969440253,Basic_Parking
4275,1.0,1.0,No,Thumbnail,Both,786,30.3054,-97.7497,7.427738840532894,Basic_Parking
4280,1.0,1.0,No,Thumbnail,Both,562,30.3054,-97.7497,7.329093736246592,Basic_Parking
4281,1.0,1.0,No,Thumbnail,Both,626,30.3054,-97.7497,7.373374309910049,Basic_Parking
4282,1.0,1.0,No,Thumbnail,Both,700,30.3054,-97.7497,6.922643891475888,Basic_Parking
4283,1.0,1.0,No,Thumbnail,Both,601,30.3054,-97.7497,7.1592919047975645,Basic_Parking
4291,1.0,1.0,No,Thumbnail,Both,651,30.3054,-97.7497,6.950814768442584,Basic_Parking
4292,1.0,1.0,No,Thumbnail,Both,668,30.3054,-97.7497,7.13966033596492,Basic_Parking
4293,1.0,1.0,No,Thumbnail,Both,657,30.3054,-97.7497,7.330405211844402,Basic_Parking
4294,1.0,1.0,No,Thumbnail,Both,714,30.3054,-97.7497,7.362645270417825,Basic_Parking
4304,1.0,1.0,No,Thumbnail,Both,579,29.4624,-98.5253,6.836259277277067,Basic_Parking
4317,3.0,3.0,No,Thumbnail,Both,2238,32.7018,-97.6264,7.824445930877619,Higher_Amenities
4323,1.0,1.0,No,Thumbnail,Both,650,47.616,-122.3275,7.694392802629421,Low_Amenity
4340,1.0,1.0,No,Thumbnail,Both,722,41.8625,-87.6825,7.503840746698951,Basic_Parking
4368,1.0,2.0,No,Thumbnail,Cats,1008,46.4805,-84.3582,6.559615237493242,Basic_Parking
4369,1.0,2.0,No,Thumbnail,Both,550,41.6675,-83.5837,6.398594934535208,Basic_Parking
4372,1.0,1.0,No,Thumbnail,Both,650,38.9571,-95.2657,6.455198563340122,Basic_Parking
4373,1.0,1.0,No,Thumbnail,Both,792,38.9329,-94.7538,6.86171134048073,Basic_Parking
4376,1.0,2.0,No,Thumbnail,Both,800,30.3054,-97.7497,6.8308742346461795,Basic_Parking
4383,2.0,2.0,No,Thumbnail,Both,1215,30.2159,-97.8103,7.504391559161238,Basic_Parking
4391,2.0,2.0,No,Thumbnail,Dogs,1900,37.8808,-122.1757,8.343077871169383,Low_Amenity
4392,3.0,4.0,No,Thumbnail,Both,2666,37.1253,-121.6499,8.24301946898925,Low_Amenity
4394,1.0,1.0,No,Thumbnail,Dogs,892,32.7876,-117.1265,7.598399329323964,Low_Amenity
4396,1.0,1.0,No,Thumbnail,Both,827,37.3905,-122.0796,7.971085753505607,Low_Amenity
4400,2.0,2.0,No,Thumbnail,Both,1100,47.5988,-122.1507,7.937374696163295,Low_Amenity
4402,1.0,1.0,No,Thumbnail,Both,1083,34.1013,-118.3271,7.8636512654486515,Low_Amenity
4405,1.0,2.0,No,Thumbnail,Both,650,33.8056,-118.1696,7.601402334583733,Low_Amenity
4406,2.0,2.0,No,Thumbnail,Both,1241,37.9389,-122.3331,8.14060704285845,Low_Amenity
4407,1.0,2.0,No,Thumbnail,Both,850,34.1332,-118.3636,8.281723990411392,Low_Amenity
4408,3.0,4.0,No,Thumbnail,Both,2605,37.8808,-122.1757,8.46611040118692,Low_Amenity
4409,2.0,3.0,No,Thumbnail,Both,1270,35.823,-78.6438,7.280008252884188,Low_Amenity
4411,1.0,1.0,No,Thumbnail,Both,677,36.1554,-115.1733,6.68586094706836,Basic_Parking
4413,1.0,1.0,No,Thumbnail,Both,800,47.616,-122.3275,7.493317248862145,Low_Amenity
4418,2.0,5.0,No,Thumbnail,Dogs,1764,40.5649,-105.0824,7.649216319820633,Basic_Parking
4419,2.0,2.0,No,Thumbnail,Both,1729,47.616,-122.3275,8.74369111054302,Low_Amenity
4422,2.0,2.0,No,Thumbnail,Both,1050,37.2169,-121.956,7.916078096302786,Low_Amenity
4433,1.0,1.0,No,Thumbnail,Cats,823,43.1486,-87.9118,7.353081920515432,Family_Oriented
4434,2.0,4.0,No,Thumbnail,Both,2000,39.9974,-82.9829,7.438971592395862,Family_Oriented
4436,1.0,1.0,No,Thumbnail,Both,367,41.8625,-87.6825,6.893656354602635,Basic_Parking
4437,1.0,1.0,No,Thumbnail,Both,692,43.0531,-87.9659,7.269616749608169,Family_Oriented
4438,1.0,1.0,No,Thumbnail,Both,500,32.8212,-96.7853,6.602587892189336,Family_Oriented
4439,1.0,1.0,No,Thumbnail,Both,680,40.7533,-86.0744,6.478509642208569,Basic_Parking
4440,1.0,2.0,No,Thumbnail,Both,784,40.4738,-86.1409,6.53813982376767,Basic_Parking
4441,2.0,4.0,No,Thumbnail,Both,1886,32.7407,-97.3394,7.453561871643373,Low_Amenity
4442,2.0,4.0,No,Thumbnail,Both,2065,33.632,-112.3522,7.330405211844402,Low_Amenity
4445,1.0,3.0,No,Thumbnail,Both,1176,33.5944,-112.1837,7.090076835776092,Low_Amenity
4446,1.0,5.0,No,Thumbnail,Cats,2386,43.0724,-89.4003,7.62608275807238,Basic_Parking
4448,1.0,1.0,No,Thumbnail,Both,679,44.9855,-93.3023,7.424165281042028,Family_Oriented
4449,1.0,2.0,No,Thumbnail,Cats,945,44.9,-93.3233,7.0909098220799835,Basic_Parking
4450,1.0,1.0,No,Thumbnail,Cats,600,39.9974,-82.9829,6.957497370876951,Basic_Parking
4451,1.0,1.0,No,Thumbnail,Both,531,38.6274,-90.304,6.654152520183219,Family_Oriented
4460,1.0,1.0,No,Thumbnail,Both,741,38.9597,-76.8553,7.149916836132109,Family_Oriented
4461,1.0,3.0,No,Thumbnail,Cats,616,38.9633,-76.9375,7.106606137727303,Family_Oriented
4462,1.0,1.0,No,Thumbnail,Both,770,47.8318,-122.2834,7.297091005160418,Basic_Parking
4463,1.0,1.0,No,Thumbnail,Both,600,47.8318,-122.2834,7.234177179749849,Family_Oriented
4464,1.0,1.0,No,Thumbnail,Both,450,39.3191,-76.6126,7.576097340623111,Basic_Parking
4466,2.0,4.0,No,Thumbnail,Both,1705,33.5868,-84.3261,7.362645270417825,Low_Amenity
4467,2.0,4.0,No,Thumbnail,Both,2563,33.81,-83.8894,7.346010209913293,Low_Amenity
4468,2.0,4.0,No,Thumbnail,Both,1857,33.7218,-84.744,7.24422751560335,Low_Amenity
4469,2.0,3.0,No,Thumbnail,Both,1128,33.7218,-84.744,7.090076835776092,Low_Amenity
4470,1.0,1.0,No,Thumbnail,Both,700,42.4164,-71.0059,7.523481312573497,Family_Oriented
4471,1.0,2.0,No,Thumbnail,Both,450,39.7953,-86.1387,6.6240652277998935,Family_Oriented
4472,1.0,1.0,No,Thumbnail,Both,870,37.7599,-122.4379,8.516392871245468,Basic_Parking
4474,1.0,1.0,No,Thumbnail,Both,732,37.7599,-122.4379,8.100464891029363,Low_Amenity
4475,1.0,1.0,No,Thumbnail,Both,549,37.7599,-122.4379,8.343077871169383,Low_Amenity
4477,1.0,1.0,No,Thumbnail,Both,669,39.0744,-94.5521,7.00397413672268,Family_Oriented
4478,1.0,2.0,No,Thumbnail,Both,325,36.1554,-115.1733,6.883462586413092,Family_Oriented
4479,1.0,1.0,No,Thumbnail,Both,643,36.1554,-115.1733,6.802394763324311,Family_Oriented
4480,1.0,1.0,No,Thumbnail,Both,1039,39.9735,-86.1243,7.182352111885263,Family_Oriented
4481,1.0,1.0,No,Thumbnail,Both,740,38.8562,-104.772,7.044032897274685,Family_Oriented
4483,1.0,1.0,No,Thumbnail,Both,555,45.5091,-122.6449,7.208600337960199,Family_Oriented
4484,1.0,1.0,No,Thumbnail,Both,697,45.6558,-122.5888,7.065613363597717,Family_Oriented
4486,2.0,4.0,No,Thumbnail,Both,2187,29.4624,-98.5253,7.2078598714324755,Low_Amenity
4487,1.0,3.0,No,Thumbnail,Both,900,36.116,-95.9281,6.68586094706836,Low_Amenity
4489,1.0,1.0,No,Thumbnail,Both,475,41.1908,-73.1965,7.16703787691222,Basic_Parking
4490,1.0,1.0,No,Thumbnail,Both,618,42.2676,-71.8079,7.189922170745808,Family_Oriented
4492,1.0,2.0,No,Thumbnail,Both,1000,41.0086,-95.8905,6.608000625296087,Family_Oriented
4493,1.0,3.0,No,Thumbnail,Cats,1324,41.2562,-96.0404,6.883462586413092,Basic_Parking
4494,3.0,3.0,No,Thumbnail,Both,1008,35.9695,-83.981,7.878912912297133,Family_Oriented
4495,1.0,1.0,No,Thumbnail,Both,785,35.9695,-83.981,6.856461984594587,Family_Oriented
4496,1.0,1.0,No,Thumbnail,Both,576,35.9695,-83.981,6.683360945766275,Family_Oriented
4497,1.0,1.0,No,Thumbnail,Both,797,30.4415,-91.1012,6.716594773520978,Family_Oriented
4498,1.0,1.0,No,Thumbnail,Both,795,30.4415,-91.1012,7.00397413672268,Family_Oriented
4500,2.0,4.0,No,Thumbnail,Both,2088,34.1666,-80.8805,7.408530566894626,Low_Amenity
4501,1.0,1.0,No,Thumbnail,Both,745,34.7264,-92.348,6.85751406254539,Family_Oriented
4502,1.0,2.0,No,Thumbnail,Both,840,35.0673,-92.3808,6.478509642208569,Basic_Parking
4504,1.0,1.0,No,Thumbnail,Both,647,38.8562,-104.772,6.7464121285733745,Lifestyle_Recreation
4505,1.0,1.0,No,Thumbnail,Both,742,41.5835,-93.7597,6.710523109452428,Family_Oriented
4506,1.0,1.0,No,Thumbnail,Both,708,41.6828,-93.7077,6.903747257584598,Family_Oriented
4508,1.0,1.0,No,Thumbnail,Both,597,29.4782,-98.2759,6.670766320845874,Family_Oriented
4510,1.0,2.0,No,Thumbnail,Both,393,29.5122,-98.5226,6.903747257584598,Family_Oriented
4511,1.0,1.0,No,Thumbnail,Both,685,38.5587,-121.432,7.59488438721652,Basic_Parking
4512,1.0,2.0,No,Thumbnail,Both,700,39.1679,-84.4933,6.733401891837359,Basic_Parking
4513,2.0,2.0,No,Thumbnail,Cats,1035,36.0113,-86.5659,7.114769448366463,Family_Oriented
4514,1.0,1.0,No,Thumbnail,Both,660,41.5672,-90.462,6.752270376141742,Family_Oriented
4515,2.0,2.0,No,Thumbnail,Both,780,30.4601,-84.2714,7.037905963447182,Lifestyle_Recreation
4516,1.0,1.0,No,Thumbnail,Both,835,30.4601,-84.2714,6.8308742346461795,Family_Oriented
4517,2.0,2.0,No,Thumbnail,Both,925,30.4601,-84.2714,6.79794041297493,Family_Oriented
4519,2.0,2.0,No,Thumbnail,Both,1355,36.0402,-86.6385,7.200424892944957,Family_Oriented
4520,1.0,2.0,No,Thumbnail,Both,418,36.137,-86.783,7.166265974133638,Lifestyle_Recreation
4521,1.0,1.0,No,Thumbnail,Both,804,41.9784,-70.9751,7.523481312573497,Family_Oriented
4522,1.0,1.0,No,Thumbnail,Both,705,47.6767,-122.0799,7.467942332285852,Family_Oriented
4523,2.0,3.0,No,Thumbnail,Both,1544,30.2989,-81.6324,7.313220387090301,Lifestyle_Recreation
4524,1.0,2.0,No,Thumbnail,Both,499,35.1211,-89.9517,6.706862336602747,Family_Oriented
4525,1.0,1.0,No,Thumbnail,Both,749,41.7773,-72.5249,7.307202314764738,Family_Oriented
4526,1.0,1.0,No,Thumbnail,Both,922,41.7922,-72.8576,7.289610521451167,Lifestyle_Recreation
4527,1.0,1.0,No,Thumbnail,Both,800,33.5137,-86.7893,6.887552571664617,Basic_Parking
4528,1.0,0.0,No,Thumbnail,Both,415,33.5137,-86.7893,6.551080335043404,Basic_Parking
4529,1.0,2.0,No,Thumbnail,Both,800,42.9112,-78.8171,6.933423025730715,Basic_Parking
4530,1.0,1.0,No,Thumbnail,Both,525,42.9112,-78.8171,6.82001636467413,Family_Oriented
4531,1.0,1.0,No,Thumbnail,Both,600,41.5835,-93.7597,6.641182169740591,Family_Oriented
4532,1.0,1.0,No,Thumbnail,Cats,527,41.6251,-93.7375,6.523562306149512,Basic_Parking
4534,1.0,2.0,No,Thumbnail,Cats,800,41.315,-93.572,6.516193076042964,Basic_Parking
4543,1.0,1.0,No,Thumbnail,Both,600,39.1471,-86.5136,6.621405651764134,Family_Oriented
4546,2.0,2.0,No,Thumbnail,Both,1199,41.743,-91.6014,7.16703787691222,Family_Oriented
4548,2.0,2.0,No,Thumbnail,Both,905,34.678,-92.7603,6.679599185844383,Family_Oriented
4549,3.0,4.0,No,Thumbnail,Both,1500,38.0172,-84.4931,8.131824785007195,Family_Oriented
4551,1.0,1.0,No,Thumbnail,Both,750,37.1219,-93.1388,6.3561076606958915,Family_Oriented
4552,2.0,2.0,No,Thumbnail,Both,1000,37.1892,-93.2908,6.679599185844383,Family_Oriented
4553,1.0,1.0,No,Thumbnail,Both,716,37.1892,-93.2908,6.664409020350408,Family_Oriented
4554,1.0,1.0,No,Thumbnail,Cats,654,37.1892,-93.2908,6.763884908562435,Family_Oriented
4556,1.0,3.0,No,Thumbnail,Both,520,37.1892,-93.2908,6.415096959171596,Family_Oriented
4557,1.0,2.0,No,Thumbnail,Both,690,37.1892,-93.2908,6.302618975744905,Family_Oriented
4560,1.0,1.0,No,Thumbnail,Both,468,27.7332,-97.4058,6.608000625296087,Family_Oriented
4564,1.0,2.0,No,Thumbnail,Both,487,40.4993,-74.5214,7.215975002651466,Basic_Parking
4565,2.0,2.0,No,Thumbnail,Both,900,35.7193,-81.3418,6.621405651764134,Family_Oriented
4566,1.0,1.0,No,Thumbnail,Cats,723,42.7411,-87.8273,6.68586094706836,Low_Amenity
4567,1.0,1.0,No,Thumbnail,Both,717,45.6208,-94.2092,6.836259277277067,Family_Oriented
4568,2.0,4.0,No,Thumbnail,Both,3264,34.1139,-84.0073,7.313220387090301,Low_Amenity
4570,1.0,1.0,No,Thumbnail,Both,683,38.9401,-92.3167,7.00397413672268,Family_Oriented
4572,2.0,2.0,No,Thumbnail,Both,1067,43.8449,-88.8405,6.740519359606223,Basic_Parking
4573,1.0,3.0,No,Thumbnail,Both,1050,42.5286,-92.4509,6.621405651764134,Low_Amenity
4574,1.0,1.0,No,Thumbnail,Both,651,39.1471,-86.5136,7.026426808699636,Basic_Parking
4575,2.0,2.0,No,Thumbnail,Both,404,32.5975,-85.4777,7.089243155027514,Family_Oriented
4576,1.0,1.0,No,Thumbnail,Both,617,35.9515,-77.8025,6.455198563340122,Family_Oriented
4577,1.0,1.0,No,Thumbnail,Both,734,44.0763,-103.2121,6.61338421837956,Family_Oriented
4578,1.0,1.0,No,Thumbnail,Cats,400,42.2711,-83.745,7.241366283322318,Basic_Parking
4579,1.0,1.0,No,Thumbnail,Both,600,40.5649,-105.0824,7.1316985104669115,Family_Oriented
4580,2.0,2.0,No,Thumbnail,Cats,1277,40.8062,-96.6778,6.903747257584598,Family_Oriented
4581,1.0,3.0,No,Thumbnail,Both,590,40.8062,-96.6778,6.501289670540389,Family_Oriented
4583,1.0,1.0,No,Thumbnail,Both,507,41.5506,-72.0272,6.7464121285733745,Basic_Parking
4584,1.0,1.0,No,Thumbnail,Both,623,29.6533,-82.3656,7.166265974133638,Family_Oriented
4586,1.0,1.0,No,Thumbnail,Both,772,34.3955,-77.6527,6.933423025730715,Family_Oriented
4588,1.0,1.0,No,Thumbnail,Both,625,47.5968,-122.7026,7.078341579557671,Low_Amenity
4589,1.0,1.0,No,Thumbnail,Both,669,47.5161,-122.6318,7.13966033596492,Family_Oriented
4593,1.0,1.0,No,Thumbnail,Both,998,39.736,-104.9819,7.836369760545124,Family_Oriented
4594,1.0,1.0,No,Thumbnail,Both,770,42.7435,-84.7427,6.478509642208569,Basic_Parking
4595,1.0,1.0,No,Thumbnail,Both,577,29.7714,-95.4343,6.493753839851686,Family_Oriented
4598,1.0,0.0,No,Thumbnail,Cats,410,40.4448,-79.9725,6.85751406254539,Basic_Parking
4600,1.0,1.0,No,Thumbnail,Both,716,43.1689,-77.6289,7.003065458786462,Family_Oriented
4604,1.0,1.0,No,Thumbnail,Both,796,32.833,-83.6723,7.273092595999522,Family_Oriented
4605,1.0,1.0,No,Thumbnail,Both,808,32.833,-83.6723,7.095064377287131,Family_Oriented
4606,1.0,1.0,No,Thumbnail,Both,753,44.1812,-88.4881,6.68586094706836,Low_Amenity
4607,2.0,2.0,No,Thumbnail,Cats,1074,44.2745,-88.4153,6.672032945461067,Family_Oriented
4608,2.0,2.0,No,Thumbnail,Both,1140,46.8608,-96.8096,6.654152520183219,Low_Amenity
4610,1.0,1.0,No,Thumbnail,Both,560,40.2669,-86.5305,6.4967749901858625,Family_Oriented
4612,1.0,1.0,No,Thumbnail,Both,420,30.2091,-92.0348,6.587550014824796,Basic_Parking
4613,1.0,0.0,No,Thumbnail,Cats,469,40.4969,-86.9659,7.00397413672268,Family_Oriented
4619,1.0,1.0,No,Thumbnail,Cats,534,40.4969,-86.9659,6.825460036255307,Family_Oriented
4625,1.0,2.0,No,Thumbnail,Cats,760,40.3613,-86.9005,6.493753839851686,Basic_Parking
4626,1.0,1.0,No,Thumbnail,Both,675,40.3613,-86.9005,6.734591659972948,Basic_Parking
4627,1.0,1.0,No,Thumbnail,Both,500,40.3613,-86.9005,6.423246963533519,Basic_Parking
4628,3.0,4.0,No,Thumbnail,Both,1824,33.9258,-83.7495,7.330405211844402,Low_Amenity
4629,2.0,2.0,No,Thumbnail,Both,1552,43.7545,-87.7404,7.280008252884188,Family_Oriented
4630,1.0,1.0,No,Thumbnail,Both,675,44.0977,-87.7097,6.186208623900494,Basic_Parking
4631,2.0,2.0,No,Thumbnail,Both,1075,43.9478,-88.0904,6.883462586413092,Basic_Parking
4634,3.0,6.0,No,Thumbnail,Both,2280,39.1984,-96.6052,7.741099090035366,Basic_Parking
4635,1.0,1.0,No,Thumbnail,Both,700,38.6274,-90.304,6.39024066706535,Family_Oriented
4636,1.0,1.0,No,Thumbnail,Both,637,40.3613,-86.9005,6.439350371100098,Family_Oriented
4637,1.0,1.0,No,Thumbnail,Both,652,32.8212,-96.7853,6.697034247666484,Family_Oriented
4638,1.0,1.0,No,Thumbnail,Both,715,29.7714,-95.4343,6.478509642208569,Family_Oriented
4640,1.0,1.0,No,Thumbnail,Both,630,38.6274,-90.304,7.1770187659099,Basic_Parking
4641,1.0,2.0,No,Thumbnail,Both,950,35.9907,-78.9074,6.716594773520978,Basic_Parking
4642,1.0,1.0,No,Thumbnail,Both,540,39.3191,-76.6126,7.3783837129967145,Family_Oriented
4645,2.0,3.0,No,Thumbnail,Both,1992,39.6093,-86.139,7.313220387090301,Low_Amenity
4646,2.0,4.0,No,Thumbnail,Both,2192,39.7953,-86.1387,7.189922170745808,Low_Amenity
4647,2.0,3.0,No,Thumbnail,Both,1120,34.0505,-81.0098,7.026426808699636,Low_Amenity
4648,2.0,3.0,No,Thumbnail,Both,1800,34.119,-81.1962,7.226936018493289,Low_Amenity
4650,4.0,5.0,No,Thumbnail,Both,3966,33.9531,-81.2381,7.8632667240095735,Low_Amenity
4651,2.0,3.0,No,Thumbnail,Both,1241,33.9531,-81.2381,7.069874128458572,Low_Amenity
4652,3.0,4.0,No,Thumbnail,Both,1810,34.119,-81.1962,7.1308988302963465,Low_Amenity
4654,1.0,1.0,No,Thumbnail,Both,624,35.2016,-80.8124,7.122866658599083,Family_Oriented
4655,1.0,1.0,No,Thumbnail,Both,635,35.2016,-80.8124,6.779921907472252,Family_Oriented
4656,1.0,1.0,No,Thumbnail,Both,641,35.2016,-80.8124,6.897704943128636,Family_Oriented
4657,1.0,1.0,No,Thumbnail,Both,705,41.0025,-74.0303,7.519149957669823,Basic_Parking
4658,1.0,1.0,No,Thumbnail,Both,755,40.9392,-73.8727,7.8636512654486515,Family_Oriented
4662,1.0,1.0,No,Thumbnail,Both,694,33.5178,-112.0848,6.8308742346461795,Basic_Parking
4664,1.0,2.0,No,Thumbnail,Both,362,38.9118,-77.0132,7.467942332285852,Family_Oriented
4665,1.0,1.0,No,Thumbnail,Both,628,32.2264,-110.9438,6.728628613084702,Basic_Parking
4666,1.0,3.0,No,Thumbnail,Both,907,32.2264,-110.9438,7.085901464365611,Family_Oriented
4667,1.0,1.0,No,Thumbnail,Both,566,32.2182,-110.8408,6.530877627725885,Basic_Parking
4668,1.0,0.0,No,Thumbnail,Both,350,32.2264,-110.9438,6.385194398997726,Basic_Parking
4669,1.0,1.0,No,Thumbnail,Both,726,36.116,-95.9281,6.608000625296087,Lifestyle_Recreation
4670,1.0,1.0,No,Thumbnail,Both,1050,41.2562,-96.0404,6.734591659972948,Family_Oriented
4671,1.0,2.0,No,Thumbnail,Both,676,41.2562,-96.0404,6.752270376141742,Family_Oriented
4672,1.0,1.0,No,Thumbnail,Both,784,38.8562,-104.772,7.1276936993473985,Family_Oriented
4673,1.0,1.0,No,Thumbnail,Both,605,38.8562,-104.772,6.9985096422506015,Basic_Parking
4674,1.0,2.0,No,Thumbnail,Both,426,38.8562,-104.772,6.952728644624869,Lifestyle_Recreation
4675,1.0,1.0,No,Thumbnail,Both,555,38.8562,-104.772,6.734591659972948,Basic_Parking
4676,1.0,1.0,No,Thumbnail,Cats,650,43.0724,-89.4003,6.825460036255307,Basic_Parking
4677,2.0,5.0,No,Thumbnail,Cats,2215,43.0724,-89.4003,8.069655306886165,Basic_Parking
4678,1.0,1.0,No,Thumbnail,Both,561,43.0531,-87.9659,7.076653815443951,Basic_Parking
4679,1.0,1.0,No,Thumbnail,Both,740,43.0531,-87.9659,7.259116128097101,Basic_Parking
